id,longitude,latitude,date
FRA 72,27°21.13'W,06°33.73'N,2020-11-23
FRA 50,28°31.13'W,06°21.20'N,2020-11-23
FRA 83,27°57.44'W,06°32.30'N,2020-11-23
FIN 222,27°06.97'W,06°42.89'N,2020-11-23
FRA 56,28°56.96'W,06°28.23'N,2020-11-23
JPN 11,28°39.78'W,09°23.89'N,2020-11-23
FRA 8,20°21.48'W,19°37.90'N,2020-11-23
FRA 79,17°38.15'W,33°01.66'S,2020-11-24
FRA 59,18°14.92'W,31°42.97'S,2020-11-24
FRA 01,20°50.29'W,28°54.04'S,2020-11-24
FRA 85,21°33.61'W,28°37.02'S,2020-11-24
FRA 17,22°44.23'W,27°56.51'S,2020-11-24
MON 10,22°44.34'W,27°56.18'S,2020-11-24
FRA 4,23°35.33'W,27°38.14'S,2020-11-24
GBR 99,25°34.71'W,27°46.82'S,2020-11-24
FRA 18,27°39.18'W,29°21.45'S,2020-11-24
FRA 109,26°56.20'W,28°05.13'S,2020-11-24
FRA 09,27°08.05'W,25°30.40'S,2020-11-24
FRA 1000,27°33.59'W,25°10.12'S,2020-11-24
ITA 34,28°08.91'W,25°16.15'S,2020-11-24
FRA 27,28°03.71'W,22°41.66'S,2020-11-24
FRA 53,27°33.58'W,21°59.56'S,2020-11-24
FRA 30,28°55.60'W,20°32.85'S,2020-11-24
FRA 49,30°16.72'W,20°45.58'S,2020-11-24
SUI 7,30°24.97'W,20°01.70'S,2020-11-24
FRA 92,30°35.93'W,15°17.81'S,2020-11-24
GBR 777,31°28.80'W,04°12.49'S,2020-11-24
FRA 14,31°56.26'W,04°18.02'S,2020-11-24
ESP 33,30°32.27'W,03°32.90'S,2020-11-24
FRA 71,31°28.63'W,03°34.89'S,2020-11-24
FRA 56,29°16.75'W,03°41.94'N,2020-11-24
FRA 72,27°50.51'W,04°11.61'N,2020-11-24
FRA 50,28°24.00'W,04°16.18'N,2020-11-24
FRA 83,27°54.09'W,04°28.91'N,2020-11-24
FIN 222,27°22.27'W,04°54.22'N,2020-11-24
JPN 11,29°02.35'W,08°00.77'N,2020-11-24
FRA 8,21°34.24'W,16°18.88'N,2020-11-24
FRA 79,15°49.79'W,36°59.41'S,2020-11-25
FRA 59,16°03.31'W,34°40.58'S,2020-11-25
FRA 01,19°42.99'W,30°42.29'S,2020-11-25
FRA 85,21°55.77'W,30°49.73'S,2020-11-25
MON 10,21°57.75'W,30°13.43'S,2020-11-25
FRA 17,21°55.51'W,30°08.11'S,2020-11-25
FRA 4,24°36.72'W,30°22.16'S,2020-11-25
GBR 99,26°40.17'W,31°00.97'S,2020-11-25
FRA 109,28°27.68'W,32°08.62'S,2020-11-25
FRA 18,28°35.78'W,32°07.12'S,2020-11-25
FRA 09,26°47.00'W,28°25.70'S,2020-11-25
FRA 1000,27°30.82'W,28°18.09'S,2020-11-25
ITA 34,28°30.07'W,28°22.76'S,2020-11-25
FRA 53,26°58.75'W,25°51.63'S,2020-11-25
FRA 27,27°21.77'W,25°37.85'S,2020-11-25
FRA 30,29°03.90'W,24°09.60'S,2020-11-25
FRA 49,30°01.76'W,25°09.51'S,2020-11-25
SUI 7,30°46.57'W,23°58.09'S,2020-11-25
FRA 92,30°15.51'W,20°32.23'S,2020-11-25
FRA 14,32°40.49'W,09°26.36'S,2020-11-25
ESP 33,31°31.81'W,08°24.46'S,2020-11-25
FRA 71,32°17.85'W,08°43.59'S,2020-11-25
GBR 777,32°32.49'W,08°36.73'S,2020-11-25
FRA 72,29°03.41'W,01°31.61'N,2020-11-25
FRA 50,29°02.97'W,01°40.28'N,2020-11-25
FRA 56,29°53.80'W,01°46.97'N,2020-11-25
FRA 83,28°33.52'W,02°10.19'N,2020-11-25
FIN 222,28°33.66'W,03°18.93'N,2020-11-25
JPN 11,28°59.33'W,06°22.08'N,2020-11-25
FRA 8,23°59.02'W,14°21.88'N,2020-11-25
FRA 79,13°32.86'W,38°30.81'S,2020-11-26
FRA 59,15°07.15'W,36°36.27'S,2020-11-26
FRA 01,17°28.95'W,32°22.49'S,2020-11-26
FRA 85,23°31.73'W,34°45.47'S,2020-11-26
MON 10,23°17.61'W,34°23.97'S,2020-11-26
FRA 17,23°19.59'W,34°24.60'S,2020-11-26
FRA 4,25°32.68'W,35°06.49'S,2020-11-26
GBR 99,26°55.92'W,34°51.44'S,2020-11-26
FRA 18,28°29.84'W,36°36.42'S,2020-11-26
FRA 109,28°19.65'W,36°12.76'S,2020-11-26
FRA 1000,27°24.32'W,33°09.46'S,2020-11-26
FRA 09,27°41.90'W,33°11.26'S,2020-11-26
ITA 34,27°38.64'W,33°06.35'S,2020-11-26
FRA 53,27°04.62'W,30°59.49'S,2020-11-26
FRA 27,27°39.89'W,31°41.32'S,2020-11-26
FRA 49,29°49.14'W,30°45.54'S,2020-11-26
FRA 30,29°01.41'W,29°13.14'S,2020-11-26
SUI 7,31°06.21'W,29°31.38'S,2020-11-26
FRA 92,30°08.97'W,25°49.80'S,2020-11-26
FRA 14,33°34.77'W,15°16.56'S,2020-11-26
FRA 71,33°29.13'W,14°23.92'S,2020-11-26
ESP 33,32°07.13'W,13°24.24'S,2020-11-26
GBR 777,32°44.46'W,13°26.00'S,2020-11-26
FRA 56,31°19.08'W,03°34.69'S,2020-11-26
FRA 72,30°13.89'W,02°52.74'S,2020-11-26
FRA 50,30°19.01'W,02°46.71'S,2020-11-26
FRA 83,28°59.37'W,02°00.36'S,2020-11-26
FIN 222,29°27.42'W,00°41.59'S,2020-11-26
JPN 11,29°15.21'W,02°47.71'N,2020-11-26
FRA 8,25°48.55'W,10°12.20'N,2020-11-26
FRA 79,09°11.14'W,41°31.42'S,2020-11-27
FRA 59,14°54.88'W,38°58.44'S,2020-11-27
FRA 01,14°48.81'W,36°17.48'S,2020-11-27
FRA 17,18°23.24'W,38°01.60'S,2020-11-27
FRA 85,18°38.56'W,37°55.75'S,2020-11-27
MON 10,19°15.10'W,37°36.47'S,2020-11-27
FRA 4,19°45.40'W,37°44.26'S,2020-11-27
FRA 18,21°04.71'W,39°28.58'S,2020-11-27
FRA 109,22°00.36'W,38°56.82'S,2020-11-27
ITA 34,21°46.01'W,36°52.65'S,2020-11-27
GBR 99,22°24.38'W,37°20.65'S,2020-11-27
FRA 1000,22°12.23'W,36°57.61'S,2020-11-27
FRA 09,23°14.23'W,37°02.85'S,2020-11-27
FRA 53,22°55.05'W,35°29.00'S,2020-11-27
FRA 27,23°15.34'W,35°36.17'S,2020-11-27
FRA 49,25°15.85'W,34°43.23'S,2020-11-27
FRA 30,25°14.08'W,33°58.23'S,2020-11-27
SUI 7,26°34.77'W,34°01.39'S,2020-11-27
FRA 92,28°53.91'W,31°02.54'S,2020-11-27
FRA 14,33°17.69'W,21°06.85'S,2020-11-27
FRA 71,34°05.79'W,19°46.80'S,2020-11-27
ESP 33,33°11.48'W,18°41.84'S,2020-11-27
GBR 777,33°18.96'W,17°57.05'S,2020-11-27
FRA 56,33°14.62'W,08°59.55'S,2020-11-27
FRA 72,31°58.67'W,07°30.41'S,2020-11-27
FRA 50,32°14.77'W,07°28.90'S,2020-11-27
FRA 83,30°28.97'W,06°18.45'S,2020-11-27
FIN 222,31°13.87'W,04°55.82'S,2020-11-27
JPN 11,30°18.54'W,01°24.77'S,2020-11-27
FRA 8,26°50.58'W,05°48.32'N,2020-11-27
FRA 79,00°58.15'W,41°04.17'S,2020-11-28
FRA 59,07°29.33'W,40°13.26'S,2020-11-28
FRA 01,07°32.34'W,37°13.73'S,2020-11-28
FRA 85,09°13.55'W,39°21.25'S,2020-11-28
FRA 17,09°34.52'W,39°21.98'S,2020-11-28
FRA 18,10°52.01'W,41°14.44'S,2020-11-28
FRA 4,09°59.98'W,38°52.42'S,2020-11-28
MON 10,10°16.58'W,39°06.87'S,2020-11-28
FRA 109,13°34.33'W,40°15.36'S,2020-11-28
FRA 1000,12°54.83'W,38°51.54'S,2020-11-28
ITA 34,13°02.91'W,38°22.02'S,2020-11-28
FRA 09,14°05.73'W,38°37.99'S,2020-11-28
FRA 53,14°53.36'W,37°28.47'S,2020-11-28
FRA 27,15°06.01'W,37°13.39'S,2020-11-28
GBR 99,16°10.49'W,37°49.33'S,2020-11-28
FRA 49,17°49.64'W,36°28.46'S,2020-11-28
FRA 30,18°50.84'W,36°11.25'S,2020-11-28
SUI 7,21°12.20'W,36°05.11'S,2020-11-28
FRA 92,25°56.67'W,33°46.50'S,2020-11-28
FRA 14,32°44.46'W,26°24.27'S,2020-11-28
FRA 71,33°53.34'W,25°14.89'S,2020-11-28
ESP 33,33°19.42'W,24°10.02'S,2020-11-28
GBR 777,33°44.08'W,22°44.97'S,2020-11-28
FRA 56,33°44.23'W,14°46.27'S,2020-11-28
FRA 72,33°19.33'W,12°28.27'S,2020-11-28
FRA 83,31°46.53'W,11°17.08'S,2020-11-28
FRA 50,33°42.06'W,12°18.59'S,2020-11-28
FIN 222,32°49.42'W,09°12.65'S,2020-11-28
JPN 11,31°24.54'W,05°29.45'S,2020-11-28
FRA 8,27°52.56'W,03°14.72'N,2020-11-28
FRA 79,08°14.75'E,38°21.32'S,2020-11-29
FRA 59,01°31.04'E,38°22.22'S,2020-11-29
FRA 01,00°26.05'E,38°21.83'S,2020-11-29
FRA 85,00°00.32'W,38°59.84'S,2020-11-29
FRA 17,00°24.19'W,37°57.42'S,2020-11-29
FRA 18,02°28.87'W,41°39.95'S,2020-11-29
FRA 4,01°05.99'W,38°13.67'S,2020-11-29
MON 10,01°42.83'W,38°10.01'S,2020-11-29
FRA 1000,04°21.32'W,40°08.84'S,2020-11-29
ITA 34,05°31.27'W,40°06.59'S,2020-11-29
FRA 109,06°03.86'W,40°56.16'S,2020-11-29
FRA 09,05°43.08'W,39°58.57'S,2020-11-29
FRA 27,07°40.85'W,40°07.70'S,2020-11-29
FRA 53,07°30.83'W,39°45.14'S,2020-11-29
GBR 99,09°35.24'W,38°59.37'S,2020-11-29
FRA 49,11°03.97'W,38°47.45'S,2020-11-29
FRA 30,12°35.87'W,39°02.54'S,2020-11-29
SUI 7,15°34.05'W,37°41.46'S,2020-11-29
FRA 92,24°49.89'W,36°41.20'S,2020-11-29
FRA 14,32°53.37'W,30°39.08'S,2020-11-29
FRA 71,33°33.79'W,29°59.93'S,2020-11-29
ESP 33,33°26.10'W,28°54.47'S,2020-11-29
GBR 777,34°22.02'W,27°45.66'S,2020-11-29
FRA 56,34°18.82'W,20°45.74'S,2020-11-29
FRA 83,32°38.68'W,16°35.74'S,2020-11-29
FRA 72,34°02.91'W,17°31.99'S,2020-11-29
FRA 50,34°25.67'W,17°10.40'S,2020-11-29
FIN 222,33°56.77'W,13°52.85'S,2020-11-29
JPN 11,33°04.74'W,10°56.71'S,2020-11-29
FRA 8,29°35.82'W,00°48.67'S,2020-11-29
FRA 79,15°33.54'E,40°06.74'S,2020-11-30
FRA 59,09°47.35'E,40°51.18'S,2020-11-30
FRA 85,09°10.53'E,40°54.62'S,2020-11-30
FRA 01,08°38.54'E,40°42.04'S,2020-11-30
FRA 18,06°55.15'E,44°02.73'S,2020-11-30
FRA 17,07°48.67'E,41°02.65'S,2020-11-30
FRA 4,07°01.87'E,41°13.62'S,2020-11-30
MON 10,06°29.46'E,40°43.28'S,2020-11-30
FRA 1000,04°23.43'E,42°08.65'S,2020-11-30
ITA 34,02°57.40'E,42°33.44'S,2020-11-30
FRA 09,02°43.18'E,42°14.40'S,2020-11-30
FRA 109,02°12.68'E,42°44.95'S,2020-11-30
FRA 27,01°07.85'E,42°55.34'S,2020-11-30
FRA 53,00°20.86'E,42°13.95'S,2020-11-30
GBR 99,01°42.86'W,40°12.85'S,2020-11-30
FRA 49,04°28.15'W,41°27.36'S,2020-11-30
FRA 30,06°37.96'W,41°55.86'S,2020-11-30
SUI 7,12°19.54'W,38°38.04'S,2020-11-30
FRA 92,20°34.46'W,39°52.07'S,2020-11-30
FRA 14,29°04.01'W,33°26.69'S,2020-11-30
FRA 71,29°33.36'W,33°16.05'S,2020-11-30
ESP 33,30°11.78'W,32°53.46'S,2020-11-30
GBR 777,31°52.37'W,32°31.56'S,2020-11-30
FRA 56,33°16.70'W,26°25.34'S,2020-11-30
FRA 83,33°02.48'W,21°57.41'S,2020-11-30
FRA 72,33°49.97'W,22°23.30'S,2020-11-30
FRA 50,34°08.54'W,21°54.65'S,2020-11-30
FIN 222,34°11.11'W,18°28.16'S,2020-11-30
JPN 11,33°14.20'W,16°55.34'S,2020-11-30
FRA 8,31°27.21'W,06°22.66'S,2020-11-30
FRA 79,23°02.23'E,41°55.67'S,2020-12-01
FRA 59,18°25.63'E,40°44.56'S,2020-12-01
FRA 18,16°37.56'E,44°32.60'S,2020-12-01
FRA 4,14°00.44'E,40°54.83'S,2020-12-01
FRA 1000,13°43.55'E,41°27.21'S,2020-12-01
MON 10,13°35.10'E,40°29.15'S,2020-12-01
FRA 01,13°18.06'E,40°03.04'S,2020-12-01
FRA 17,12°43.75'E,40°40.71'S,2020-12-01
ITA 34,12°07.49'E,42°29.01'S,2020-12-01
FRA 09,11°59.34'E,41°23.24'S,2020-12-01
FRA 109,10°44.48'E,43°21.00'S,2020-12-01
FRA 27,09°31.27'E,44°34.17'S,2020-12-01
FRA 53,07°37.95'E,44°09.14'S,2020-12-01
GBR 99,04°40.62'E,41°19.94'S,2020-12-01
FRA 49,01°27.28'E,43°29.15'S,2020-12-01
FRA 30,00°16.06'W,43°03.01'S,2020-12-01
SUI 7,08°44.55'W,40°17.12'S,2020-12-01
FRA 92,13°04.68'W,41°53.24'S,2020-12-01
FRA 14,23°27.16'W,36°10.78'S,2020-12-01
FRA 71,24°01.75'W,35°25.67'S,2020-12-01
ESP 33,25°08.74'W,35°43.64'S,2020-12-01
GBR 777,26°03.33'W,35°57.28'S,2020-12-01
FRA 56,29°19.19'W,30°27.75'S,2020-12-01
FRA 83,30°51.05'W,26°02.87'S,2020-12-01
FRA 72,31°40.45'W,26°20.52'S,2020-12-01
FRA 50,31°38.27'W,25°25.06'S,2020-12-01
JPN 11,32°03.68'W,22°39.59'S,2020-12-01
FIN 222,33°32.90'W,22°45.91'S,2020-12-01
FRA 8,33°37.73'W,13°11.84'S,2020-12-01
FRA 79,32°00.99'E,41°54.03'S,2020-12-02
FRA 18,26°04.70'E,43°42.10'S,2020-12-02
FRA 59,26°32.27'E,40°29.92'S,2020-12-02
FRA 4,21°00.24'E,41°45.63'S,2020-12-02
MON 10,21°12.02'E,40°06.62'S,2020-12-02
FRA 1000,20°39.73'E,41°20.89'S,2020-12-02
FRA 01,21°14.03'E,39°32.62'S,2020-12-02
FRA 17,20°14.67'E,40°47.45'S,2020-12-02
FRA 09,19°37.47'E,40°33.20'S,2020-12-02
ITA 34,18°44.10'E,40°40.78'S,2020-12-02
FRA 109,18°07.88'E,40°44.27'S,2020-12-02
FRA 27,17°46.60'E,40°41.96'S,2020-12-02
FRA 53,13°48.65'E,40°29.71'S,2020-12-02
FRA 49,08°49.29'E,42°37.46'S,2020-12-02
FRA 30,07°07.21'E,43°43.46'S,2020-12-02
GBR 99,08°36.92'E,39°28.91'S,2020-12-02
SUI 7,05°10.21'W,42°59.60'S,2020-12-02
FRA 92,05°49.43'W,43°25.69'S,2020-12-02
FRA 14,14°42.62'W,39°51.78'S,2020-12-02
FRA 71,15°57.86'W,38°19.48'S,2020-12-02
ESP 33,17°21.43'W,38°31.08'S,2020-12-02
GBR 777,18°01.45'W,38°37.96'S,2020-12-02
FRA 56,22°46.65'W,31°44.94'S,2020-12-02
FRA 83,27°19.43'W,28°25.13'S,2020-12-02
FRA 72,28°02.69'W,28°55.97'S,2020-12-02
FRA 50,27°54.00'W,28°12.08'S,2020-12-02
JPN 11,29°15.89'W,26°29.65'S,2020-12-02
FIN 222,31°05.89'W,26°34.29'S,2020-12-02
FRA 8,33°01.35'W,19°26.12'S,2020-12-02
FRA 79,39°19.76'E,37°59.56'S,2020-12-03
FRA 18,33°56.98'E,41°48.85'S,2020-12-03
FRA 59,33°59.44'E,38°39.75'S,2020-12-03
FRA 1000,29°06.79'E,40°53.74'S,2020-12-03
FRA 17,29°01.43'E,40°07.37'S,2020-12-03
FRA 01,29°26.13'E,38°56.01'S,2020-12-03
MON 10,29°14.20'E,39°10.52'S,2020-12-03
FRA 09,28°18.88'E,39°07.88'S,2020-12-03
FRA 27,26°33.08'E,40°16.14'S,2020-12-03
ITA 34,26°27.01'E,39°03.57'S,2020-12-03
FRA 53,22°09.53'E,41°18.80'S,2020-12-03
FRA 4,22°27.67'E,39°38.77'S,2020-12-03
FRA 109,20°21.26'E,38°37.26'S,2020-12-03
FRA 49,17°19.69'E,43°03.51'S,2020-12-03
FRA 30,15°27.34'E,43°47.58'S,2020-12-03
GBR 99,14°44.34'E,36°39.25'S,2020-12-03
FRA 92,02°12.79'E,43°43.35'S,2020-12-03
SUI 7,02°08.63'E,43°43.84'S,2020-12-03
FRA 14,05°16.22'W,42°46.44'S,2020-12-03
FRA 71,07°53.55'W,41°37.13'S,2020-12-03
ESP 33,09°16.50'W,41°07.94'S,2020-12-03
GBR 777,12°20.58'W,40°48.07'S,2020-12-03
FRA 56,17°09.08'W,32°49.93'S,2020-12-03
FRA 72,23°53.39'W,31°28.91'S,2020-12-03
FRA 83,23°46.55'W,30°25.19'S,2020-12-03
FRA 50,24°02.36'W,30°41.92'S,2020-12-03
FIN 222,26°53.75'W,29°30.82'S,2020-12-03
JPN 11,27°57.72'W,30°08.41'S,2020-12-03
FRA 8,31°27.22'W,23°16.23'S,2020-12-03
FRA 79,47°45.95'E,40°15.72'S,2020-12-04
FRA 18,43°22.40'E,41°56.79'S,2020-12-04
FRA 59,43°02.50'E,39°35.72'S,2020-12-04
FRA 17,38°36.84'E,40°00.39'S,2020-12-04
FRA 1000,38°19.43'E,40°23.47'S,2020-12-04
FRA 01,39°02.32'E,38°25.41'S,2020-12-04
FRA 09,37°24.21'E,39°04.31'S,2020-12-04
MON 10,37°31.73'E,38°24.67'S,2020-12-04
FRA 27,34°40.87'E,39°56.84'S,2020-12-04
ITA 34,35°11.44'E,38°49.37'S,2020-12-04
FRA 53,31°05.12'E,41°47.64'S,2020-12-04
FRA 49,24°05.77'E,42°17.91'S,2020-12-04
FRA 30,21°36.39'E,43°01.43'S,2020-12-04
FRA 4,20°24.54'E,37°13.25'S,2020-12-04
FRA 109,19°37.83'E,36°09.57'S,2020-12-04
SUI 7,09°17.69'E,44°14.09'S,2020-12-04
FRA 92,08°49.07'E,43°53.17'S,2020-12-04
FRA 14,04°22.67'E,43°31.63'S,2020-12-04
FRA 71,00°58.96'E,42°59.47'S,2020-12-04
ESP 33,03°10.67'W,40°33.11'S,2020-12-04
GBR 777,06°43.83'W,43°28.65'S,2020-12-04
FRA 56,13°32.30'W,34°14.46'S,2020-12-04
FRA 50,19°55.09'W,33°29.28'S,2020-12-04
FRA 72,20°46.37'W,34°23.26'S,2020-12-04
FRA 83,21°31.77'W,33°00.86'S,2020-12-04
FIN 222,22°34.88'W,32°12.34'S,2020-12-04
JPN 11,23°21.26'W,32°34.54'S,2020-12-04
FRA 8,28°18.32'W,27°28.50'S,2020-12-04
FRA 79,55°50.27'E,42°26.60'S,2020-12-05
FRA 59,51°39.72'E,40°34.65'S,2020-12-05
FRA 18,49°43.85'E,42°22.11'S,2020-12-05
FRA 1000,47°36.81'E,41°37.65'S,2020-12-05
FRA 17,47°37.14'E,41°32.31'S,2020-12-05
FRA 01,47°55.49'E,39°41.55'S,2020-12-05
FRA 09,46°34.15'E,39°05.11'S,2020-12-05
MON 10,45°40.47'E,38°53.97'S,2020-12-05
FRA 27,43°00.35'E,41°37.05'S,2020-12-05
ITA 34,43°38.93'E,40°14.29'S,2020-12-05
FRA 53,39°24.85'E,43°22.62'S,2020-12-05
FRA 49,29°17.34'E,43°43.18'S,2020-12-05
FRA 30,26°56.28'E,44°24.89'S,2020-12-05
SUI 7,16°03.81'E,44°07.20'S,2020-12-05
FRA 92,15°11.31'E,43°33.96'S,2020-12-05
FRA 14,13°32.90'E,43°53.05'S,2020-12-05
FRA 71,07°49.18'E,42°43.90'S,2020-12-05
ESP 33,01°28.48'E,42°36.21'S,2020-12-05
GBR 777,01°59.50'W,43°55.24'S,2020-12-05
FRA 56,12°00.19'W,36°13.71'S,2020-12-05
FRA 72,15°03.45'W,37°03.15'S,2020-12-05
FRA 50,14°48.28'W,35°47.65'S,2020-12-05
FRA 83,16°52.23'W,36°02.67'S,2020-12-05
FIN 222,17°56.00'W,34°15.58'S,2020-12-05
JPN 11,20°30.85'W,35°25.68'S,2020-12-05
FRA 8,26°55.01'W,32°04.33'S,2020-12-05
FRA 79,62°28.51'E,42°01.97'S,2020-12-06
FRA 18,56°48.66'E,43°27.93'S,2020-12-06
FRA 59,58°09.28'E,40°35.71'S,2020-12-06
FRA 1000,54°43.53'E,41°27.04'S,2020-12-06
FRA 17,54°33.29'E,40°32.46'S,2020-12-06
FRA 01,55°10.19'E,38°53.99'S,2020-12-06
MON 10,52°47.47'E,41°09.78'S,2020-12-06
FRA 09,53°08.57'E,40°21.29'S,2020-12-06
ITA 34,49°26.35'E,39°38.88'S,2020-12-06
FRA 27,49°35.27'E,38°56.70'S,2020-12-06
FRA 53,45°35.83'E,39°09.15'S,2020-12-06
FRA 49,36°21.29'E,42°47.21'S,2020-12-06
FRA 30,33°42.32'E,42°43.62'S,2020-12-06
SUI 7,18°18.15'E,44°20.51'S,2020-12-06
FRA 92,17°47.76'E,44°10.73'S,2020-12-06
FRA 14,16°56.11'E,44°27.08'S,2020-12-06
FRA 71,10°38.51'E,43°26.64'S,2020-12-06
ESP 33,06°34.03'E,43°10.90'S,2020-12-06
GBR 777,04°41.82'E,43°37.23'S,2020-12-06
FRA 56,06°02.96'W,37°56.42'S,2020-12-06
FRA 72,08°03.92'W,39°08.04'S,2020-12-06
FRA 50,08°25.25'W,37°50.62'S,2020-12-06
FRA 83,09°53.91'W,38°12.23'S,2020-12-06
FIN 222,12°22.28'W,36°13.18'S,2020-12-06
JPN 11,13°29.74'W,37°39.17'S,2020-12-06
FRA 8,21°50.32'W,36°10.66'S,2020-12-06
FRA 79,71°51.93'E,39°07.18'S,2020-12-07
FRA 59,68°05.95'E,38°25.55'S,2020-12-07
FRA 18,63°53.87'E,44°08.84'S,2020-12-07
FRA 17,63°52.95'E,39°56.85'S,2020-12-07
FRA 1000,62°26.32'E,42°24.99'S,2020-12-07
FRA 01,64°27.83'E,38°39.24'S,2020-12-07
FRA 09,61°03.04'E,40°11.41'S,2020-12-07
MON 10,59°36.75'E,39°41.64'S,2020-12-07
FRA 27,56°35.60'E,40°43.62'S,2020-12-07
ITA 34,56°31.58'E,38°03.42'S,2020-12-07
FRA 53,53°18.04'E,39°22.33'S,2020-12-07
FRA 49,45°19.80'E,41°39.91'S,2020-12-07
FRA 30,43°00.92'E,41°34.06'S,2020-12-07
SUI 7,24°03.93'E,44°46.85'S,2020-12-07
FRA 92,22°34.51'E,44°33.02'S,2020-12-07
FRA 14,22°18.42'E,44°30.26'S,2020-12-07
FRA 71,17°00.23'E,44°14.34'S,2020-12-07
ESP 33,13°10.55'E,44°11.84'S,2020-12-07
GBR 777,12°28.37'E,44°13.57'S,2020-12-07
FRA 56,00°00.56'E,39°19.44'S,2020-12-07
FRA 50,02°46.65'W,39°04.73'S,2020-12-07
FRA 72,03°51.51'W,40°21.19'S,2020-12-07
FRA 83,06°17.34'W,40°34.51'S,2020-12-07
FIN 222,07°39.79'W,37°30.98'S,2020-12-07
JPN 11,10°36.88'W,41°14.20'S,2020-12-07
FRA 8,17°15.90'W,40°52.42'S,2020-12-07
FRA 79,80°17.26'E,39°24.98'S,2020-12-08
FRA 59,75°15.86'E,37°49.53'S,2020-12-08
FRA 17,70°33.77'E,40°58.15'S,2020-12-08
FRA 18,68°27.39'E,44°15.87'S,2020-12-08
FRA 09,68°43.12'E,40°54.62'S,2020-12-08
FRA 01,69°10.16'E,39°03.36'S,2020-12-08
MON 10,67°57.03'E,40°27.87'S,2020-12-08
FRA 1000,67°26.67'E,40°50.68'S,2020-12-08
FRA 27,65°03.16'E,41°02.22'S,2020-12-08
ITA 34,64°26.60'E,38°35.93'S,2020-12-08
FRA 53,61°16.19'E,39°37.95'S,2020-12-08
FRA 49,54°08.44'E,41°15.40'S,2020-12-08
FRA 30,51°30.79'E,40°17.31'S,2020-12-08
SUI 7,28°44.82'E,43°22.22'S,2020-12-08
FRA 92,27°17.24'E,43°39.36'S,2020-12-08
FRA 14,27°13.91'E,43°35.45'S,2020-12-08
FRA 71,23°26.12'E,43°36.09'S,2020-12-08
ESP 33,19°27.33'E,44°43.22'S,2020-12-08
GBR 777,18°53.53'E,44°48.08'S,2020-12-08
FRA 56,01°24.24'E,42°42.30'S,2020-12-08
FRA 50,00°05.22'E,41°44.68'S,2020-12-08
FRA 72,00°16.53'W,42°33.30'S,2020-12-08
FRA 83,02°58.43'W,42°55.12'S,2020-12-08
JPN 11,05°54.25'W,43°29.14'S,2020-12-08
FIN 222,04°53.29'W,40°27.67'S,2020-12-08
FRA 8,11°02.10'W,42°14.49'S,2020-12-08
FRA 79,87°07.15'E,39°44.85'S,2020-12-09
FRA 59,81°49.39'E,38°42.96'S,2020-12-09
FRA 18,77°23.69'E,45°02.63'S,2020-12-09
FRA 17,77°56.83'E,42°02.07'S,2020-12-09
FRA 09,76°33.44'E,41°12.09'S,2020-12-09
FRA 01,75°58.21'E,40°11.47'S,2020-12-09
FRA 1000,75°30.60'E,40°54.63'S,2020-12-09
MON 10,75°36.31'E,40°40.38'S,2020-12-09
FRA 27,72°25.70'E,40°59.09'S,2020-12-09
ITA 34,71°25.78'E,40°17.16'S,2020-12-09
FRA 53,68°40.25'E,41°12.43'S,2020-12-09
FRA 49,61°38.67'E,43°11.50'S,2020-12-09
FRA 30,59°18.25'E,42°26.97'S,2020-12-09
SUI 7,32°21.54'E,41°30.24'S,2020-12-09
FRA 14,29°50.42'E,41°49.30'S,2020-12-09
FRA 92,29°47.78'E,41°45.54'S,2020-12-09
FRA 71,27°06.87'E,40°18.62'S,2020-12-09
ESP 33,24°41.25'E,44°26.04'S,2020-12-09
GBR 777,23°55.54'E,44°25.75'S,2020-12-09
FRA 56,07°14.74'E,42°02.96'S,2020-12-09
FRA 72,06°13.02'E,42°39.38'S,2020-12-09
FRA 50,05°35.00'E,41°54.22'S,2020-12-09
FRA 83,04°14.52'E,42°10.70'S,2020-12-09
JPN 11,02°40.17'E,42°57.32'S,2020-12-09
FIN 222,00°23.49'E,40°27.38'S,2020-12-09
FRA 8,02°10.06'W,40°49.58'S,2020-12-09
FRA 79,92°45.21'E,41°12.82'S,2020-12-10
FRA 59,88°35.44'E,39°34.23'S,2020-12-10
FRA 17,85°15.22'E,42°15.55'S,2020-12-10
FRA 18,83°52.67'E,45°08.34'S,2020-12-10
FRA 09,83°56.33'E,42°40.27'S,2020-12-10
FRA 01,83°17.68'E,42°44.52'S,2020-12-10
FRA 1000,83°00.66'E,42°18.72'S,2020-12-10
MON 10,82°54.45'E,41°54.01'S,2020-12-10
FRA 27,80°20.04'E,43°35.57'S,2020-12-10
ITA 34,79°18.55'E,43°15.53'S,2020-12-10
FRA 53,76°33.98'E,42°32.05'S,2020-12-10
FRA 49,69°54.94'E,44°01.89'S,2020-12-10
FRA 30,66°54.57'E,44°06.04'S,2020-12-10
SUI 7,38°57.14'E,40°25.22'S,2020-12-10
FRA 14,37°42.43'E,43°13.73'S,2020-12-10
FRA 92,37°31.37'E,42°33.81'S,2020-12-10
FRA 71,33°14.31'E,40°42.34'S,2020-12-10
ESP 33,30°30.32'E,43°10.38'S,2020-12-10
GBR 777,29°14.51'E,43°24.51'S,2020-12-10
FRA 56,14°29.94'E,41°05.61'S,2020-12-10
