time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-26T21:21:22.854Z,-58.7647,-25.1952,21.21,4.7,mb,,52,15.82,0.75,us,us600089i8,2020-05-19T22:14:27.040Z,"81km ENE of Bristol Island, South Sandwich Islands",earthquake,9.8,4.4,0.097,32,reviewed,us,us
2020-02-26T20:21:32.681Z,-30.9949,-71.4659,48.08,4.8,mwr,,80,0.351,1.05,us,us600084u3,2020-05-19T22:13:59.040Z,"50km SSW of Ovalle, Chile",earthquake,5.4,4,0.044,49,reviewed,us,us
2020-02-26T19:46:15.642Z,77.4679,7.2774,10,4.6,mb,,77,2.055,0.74,us,us600084te,2020-05-19T22:13:59.040Z,"213km WSW of Longyearbyen, Svalbard and Jan Mayen",earthquake,8.1,1.8,0.046,141,reviewed,us,us
2020-02-26T17:14:43.506Z,2.6379,-79.6043,10,4.5,mb,,149,2.648,1.29,us,us600084nf,2020-05-19T22:13:58.040Z,"114km WNW of Francisco Pizarro, Colombia",earthquake,9.6,1.8,0.066,67,reviewed,us,us
2020-02-26T16:43:09.174Z,10.8894,-86.5617,10,4.6,mb,,119,1.236,1.13,us,us600084mv,2020-05-19T22:13:58.040Z,"85km WSW of San Juan del Sur, Nicaragua",earthquake,7.2,1.8,0.07,60,reviewed,us,us
2020-02-26T15:04:08.953Z,32.9752,76.2474,10,5,mb,,37,2.583,0.85,us,us600084lt,2020-05-19T22:13:57.040Z,"46km NNE of Chamba, India",earthquake,4.7,1.7,0.041,189,reviewed,us,us
2020-02-26T14:20:11.092Z,35.2647,27.7945,10,4.6,mb,,47,0.589,0.72,us,us600084lh,2020-05-19T22:13:57.040Z,"59km ESE of Karpathos, Greece",earthquake,5.3,1.9,0.088,39,reviewed,us,us
2020-02-26T13:28:16.140Z,-5.7746,153.4396,10,4.8,mb,,98,2.022,0.61,us,us600084la,2020-05-19T22:13:57.040Z,"151km SSE of Taron, Papua New Guinea",earthquake,8.5,1.9,0.092,37,reviewed,us,us
2020-02-26T10:44:17.709Z,-20.5202,-178.6258,596.37,4.6,mb,,91,4.18,0.83,us,us600084ja,2020-05-19T22:13:57.040Z,"16km NNE of Ndoi Island, Fiji",earthquake,11.6,7.3,0.029,352,reviewed,us,us
2020-02-26T07:51:22.389Z,41.3255,50.8974,67.82,4.6,mb,,45,4.822,0.8,us,us600084h7,2020-05-19T22:13:57.040Z,"106km NNE of Artyom, Azerbaijan",earthquake,9,6.3,0.066,68,reviewed,us,us
2020-02-26T07:33:12.952Z,-7.4887,131.1196,54,6,mww,,21,0.521,1.05,us,us600084gu,2020-05-19T22:13:57.040Z,"55km NNW of Saumlaki, Indonesia",earthquake,6.3,1.8,0.057,30,reviewed,us,us
2020-02-26T06:17:42.197Z,-35.7313,-179.402,10,4.8,mb,,155,2.595,1.33,us,us600084g0,2020-05-19T22:13:56.040Z,"East of the North Island of New Zealand",earthquake,9.4,1.9,0.143,15,reviewed,us,us
2020-02-26T05:39:46.658Z,15.8164,119.1721,10,4.5,mb,,139,2.411,0.61,us,us600089hr,2020-05-19T22:14:25.040Z,"65km WSW of Ilioilio, Philippines",earthquake,15.3,1.9,0.121,20,reviewed,us,us
2020-02-26T05:34:13.071Z,23.7975,121.678,10,4.8,mb,,87,0.382,1.03,us,us600084fu,2020-05-19T22:13:56.040Z,"21km SSE of Hualian, Taiwan",earthquake,2.7,1.8,0.07,63,reviewed,us,us
2020-02-26T05:28:32.056Z,-18.9519,169.4811,243.42,4.5,mb,,118,2.861,1.01,us,us600089hq,2020-05-19T22:14:25.040Z,"69km NNE of Isangel, Vanuatu",earthquake,11.9,10.1,0.115,22,reviewed,us,us
2020-02-26T05:13:41.427Z,5.527,126.5032,75.41,4.5,mb,,137,1.786,0.59,us,us600089hp,2020-05-19T22:14:25.040Z,"99km SSE of Pondaguitan, Philippines",earthquake,11.3,8.9,0.18,9,reviewed,us,us
2020-02-26T03:39:02.811Z,-60.8795,-26.3659,10,4.8,mb,,126,14.237,0.59,us,us600089ih,2020-05-19T22:14:27.040Z,"205km S of Bristol Island, South Sandwich Islands",earthquake,15.5,1.9,0.109,26,reviewed,us,us
2020-02-26T02:10:22.359Z,-4.47,152.7642,84.37,4.5,mb,,174,0.659,0.78,us,us600089ht,2020-05-19T22:14:25.040Z,"29km W of Taron, Papua New Guinea",earthquake,11.8,6.4,0.171,10,reviewed,us,us
2020-02-26T00:23:32.809Z,15.8708,119.2231,10,5,mb,,100,2.415,0.75,us,us600084cv,2020-05-19T22:13:55.040Z,"58km W of Ilioilio, Philippines",earthquake,3,1.8,0.042,183,reviewed,us,us
2020-02-25T23:03:37.816Z,38.3489,38.7972,10,5,mww,,59,0.826,0.82,us,us600084bs,2020-05-09T21:40:46.040Z,"7km SSE of Kale, Turkey",earthquake,4.3,1.8,0.093,11,reviewed,us,us
2020-02-25T21:17:33.513Z,-10.024,161.026,10,4.8,mww,,76,1.211,0.69,us,us6000848g,2020-05-09T21:40:45.040Z,"108km WNW of Kirakira, Solomon Islands",earthquake,8.2,1.8,0.098,10,reviewed,us,us
2020-02-25T20:50:50.750Z,5.2249,125.4432,71.5,4.5,mb,,109,1.837,0.89,us,us6000847i,2020-05-09T21:40:45.040Z,"19km S of Sarangani, Philippines",earthquake,7.4,8.5,0.078,54,reviewed,us,us
2020-02-25T16:54:31.462Z,-41.2419,-86.1025,10,4.5,mb,,247,9.534,0.37,us,us70007whj,2020-05-09T21:41:18.040Z,"West Chile Rise",earthquake,15.2,2,0.132,17,reviewed,us,us
2020-02-25T15:00:07.251Z,25.4672,143.7073,10,4.5,mb,,93,2.121,0.48,us,us600089b5,2020-05-09T21:40:53.040Z,"232km SE of Chichi-shima, Japan",earthquake,10.4,1.9,0.11,25,reviewed,us,us
2020-02-25T14:14:05.050Z,38.4132,44.344,10,4.5,mb,,72,1.015,0.62,us,us70007wg2,2020-05-09T21:41:17.040Z,"29km SSE of Saray, Turkey",earthquake,4.2,1.9,0.083,42,reviewed,us,us
2020-02-25T11:14:03.929Z,24.3743,121.4522,10,5,mww,,36,0.238,0.9,us,us70007we1,2020-05-09T21:41:17.040Z,"46km NNW of Hualian, Taiwan",earthquake,3.6,1.8,0.075,17,reviewed,us,us
2020-02-25T09:25:48.210Z,0.6612,126.1625,35,4.5,mb,,107,1.209,0.44,us,us600089aw,2020-05-09T21:40:53.040Z,"134km W of Kota Ternate, Indonesia",earthquake,5.3,1.9,0.156,12,reviewed,us,us
2020-02-25T06:42:21.927Z,-22.2824,-174.7319,10,4.7,mb,,163,5.514,1.16,us,us600089as,2020-05-09T21:40:53.040Z,"107km SSE of `Ohonua, Tonga",earthquake,8.2,1.9,0.142,15,reviewed,us,us
2020-02-25T06:39:47.533Z,39.4197,143.2941,28.19,4.7,mb,,135,4.724,0.91,us,us70007wbp,2020-05-09T21:41:17.040Z,"115km E of Yamada, Japan",earthquake,4.5,5.4,0.064,75,reviewed,us,us
2020-02-25T04:15:02.162Z,-8.0852,-80.0159,28.22,5.3,mww,,94,1.864,1.07,us,us70007w9l,2020-05-09T21:41:17.040Z,"86km W of Santiago de Cao, Peru",earthquake,5.2,4,0.054,33,reviewed,us,us
2020-02-25T03:58:59.314Z,-16.1515,-172.8321,10,4.8,mb,,67,2.449,0.92,us,us600089ap,2020-05-09T21:40:53.040Z,"100km ESE of Hihifo, Tonga",earthquake,7.6,1.8,0.105,28,reviewed,us,us
2020-02-25T03:34:47.198Z,25.0095,127.0806,10,4.5,mb,,89,2.111,0.77,us,us70007w9w,2020-05-09T21:41:17.040Z,"136km SSW of Itoman, Japan",earthquake,7.3,1.9,0.157,12,reviewed,us,us
2020-02-25T03:04:42.882Z,-16.073,-172.5538,10,4.8,mb,,85,2.277,0.61,us,us70007w8u,2020-05-09T21:41:17.040Z,"128km E of Hihifo, Tonga",earthquake,8,1.8,0.09,38,reviewed,us,us
2020-02-25T02:15:35.841Z,14.0612,145.5006,114.24,4.8,mb,,124,0.772,0.45,us,us70007w8k,2020-05-09T21:41:16.040Z,"33km ESE of Rota, Northern Mariana Islands",earthquake,15.4,10.1,0.042,173,reviewed,us,us
2020-02-25T02:07:27.241Z,-17.6941,-178.8477,522.4,4.9,mb,,47,2.954,0.89,us,us70007w8g,2020-05-09T21:41:16.040Z,"235km SE of Lambasa, Fiji",earthquake,10.6,5.8,0.024,535,reviewed,us,us
2020-02-25T00:49:41.426Z,-23.0505,-69.4021,75.93,4.6,mwr,,59,0.377,0.97,us,us70007w7n,2020-05-09T21:41:16.040Z,"80km SW of Calama, Chile",earthquake,6.2,4.1,0.053,34,reviewed,us,us
2020-02-25T00:13:31.842Z,13.577,-91.5529,35,4.7,mwr,,136,0.952,0.86,us,us70007w6u,2020-05-09T21:41:16.040Z,"74km SSW of Nueva Concepcion, Guatemala",earthquake,7,2,0.075,17,reviewed,us,us
2020-02-24T20:59:24.826Z,-1.9759,99.8891,35,4.8,mww,,52,2.559,0.59,us,us70007w28,2020-05-09T21:41:16.040Z,"86km ESE of Muara Siberut, Indonesia",earthquake,7.2,1.9,0.098,10,reviewed,us,us
2020-02-24T16:33:00.138Z,-60.4531,-26.6161,10,4.9,mb,,121,14.527,0.59,us,us70007vzi,2020-05-09T21:41:16.040Z,"158km S of Bristol Island, South Sandwich Islands",earthquake,15.7,1.9,0.095,35,reviewed,us,us
2020-02-24T16:19:45.914Z,-20.1564,-175.5746,192.77,4.7,mb,,101,5.43,1.25,us,us6000867y,2020-05-09T21:40:51.040Z,"114km NNW of Nuku`alofa, Tonga",earthquake,12.7,9,0.153,14,reviewed,us,us
2020-02-24T16:03:00.082Z,39.3625,16.1751,10,4.8,mb,,54,0.488,0.66,us,us70007vtm,2020-05-09T21:41:16.040Z,"2km E of San Vincenzo la Costa, Italy",earthquake,3.4,1.2,0.069,72,reviewed,us,us
2020-02-24T13:12:06.894Z,27.1309,140.202,470.91,4.6,mb,,78,1.767,0.6,us,us70007vrd,2020-05-09T21:41:16.040Z,"199km W of Chichi-shima, Japan",earthquake,10.5,5.7,0.041,181,reviewed,us,us
2020-02-24T11:46:58.363Z,-14.6983,167.574,142.53,4.5,mb,,67,0.826,1.27,us,us6000867q,2020-05-09T21:40:51.040Z,"68km NE of Port-Olry, Vanuatu",earthquake,9,5,0.088,38,reviewed,us,us
2020-02-24T10:14:22.466Z,-44.7439,167.361,10,4.9,mb,,80,0.735,1.24,us,us70007vpe,2020-05-09T21:41:15.040Z,"79km NNW of Te Anau, New Zealand",earthquake,4.8,1.8,0.129,19,reviewed,us,us
2020-02-24T09:00:23.275Z,13.9681,-92.6902,10,4.9,mww,,145,1.02,1.16,us,us70007vnd,2020-05-09T21:41:15.040Z,"80km SW of Ocos, Guatemala",earthquake,5,1.8,0.069,20,reviewed,us,us
2020-02-24T07:48:33.372Z,-11.08,166.3947,140.49,4.5,mb,,145,4.411,0.58,us,us6000867l,2020-05-09T21:40:51.040Z,"73km ESE of Lata, Solomon Islands",earthquake,7.6,9.7,0.156,12,reviewed,us,us
2020-02-24T02:43:34.990Z,39.0595,27.916,10.88,4.6,mb,,64,0.58,0.83,us,us70007vj1,2020-05-09T21:41:15.040Z,"16km NNE of Akhisar, Turkey",earthquake,5.5,3.9,0.079,49,reviewed,us,us
2020-02-24T02:02:51.831Z,-13.8237,166.6434,20.3,4.7,mb,,116,1.702,0.96,us,us6000867g,2020-05-09T21:40:51.040Z,"98km W of Sola, Vanuatu",earthquake,13.4,4.8,0.115,23,reviewed,us,us
2020-02-24T00:33:48.004Z,31.2025,56.6379,10,4.6,mb,,84,5.688,0.76,us,us70007vgv,2020-05-09T21:41:15.040Z,"17km WSW of Ravar, Iran",earthquake,8.1,1.9,0.063,74,reviewed,us,us
2020-02-23T23:58:27.056Z,-55.7492,-26.5241,10,4.5,mb,,196,5.917,1.01,us,us600085yu,2020-05-09T21:40:50.040Z,"113km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15,2,0.113,23,reviewed,us,us
2020-02-23T22:47:29.239Z,-3.0685,130.2336,10,4.6,mb,,60,2.416,0.95,us,us70007vfs,2020-05-09T21:41:15.040Z,"149km ENE of Amahai, Indonesia",earthquake,3.9,1.9,0.086,40,reviewed,us,us
2020-02-23T22:47:29.174Z,-23.9592,-67.1351,238.45,4.6,mb,,50,1.387,0.57,us,us70007vfk,2020-05-09T21:41:15.040Z,"87km WNW of San Antonio de los Cobres, Argentina",earthquake,10.5,10.6,0.244,5,reviewed,us,us
